Epoch,Train Loss
1,0.04417320340871811
2,0.004859989508986473
3,0.004264594987034798
4,0.004036211874336004
5,0.003761562518775463
6,0.00362565740942955
7,0.0034304175060242414
8,0.003407497424632311
9,0.003377702785655856
10,0.0032559935934841633
11,0.0031936170998960733
12,0.003198547288775444
13,0.0032189826015383005
14,0.0033730450086295605
15,0.003498360514640808
16,0.00309744942933321
17,0.003075755201280117
18,0.003009344218298793
19,0.0029909887816756964
20,0.0029608667828142643
21,0.0029677392449229956
22,0.002924045780673623
23,0.0029096135403960943
24,0.0029101085383445024
25,0.002889001276344061
26,0.002886352827772498
27,0.002860373118892312
28,0.002880413318052888
29,0.0029807421378791332
30,0.0028664215933531523
31,0.0028593249153345823
32,0.002872242359444499
33,0.002844711998477578
34,0.0028415375854820013
35,0.0028290243353694677
36,0.002841419307515025
37,0.0028211167082190514
38,0.0028068034444004297
39,0.002815140876919031
40,0.002807301701977849
41,0.002798613626509905
42,0.0028400400187820196
43,0.0028055906295776367
44,0.0028006338980048895
45,0.002788255224004388
46,0.0028161408845335245
47,0.0027758271899074316
48,0.002770323771983385
49,0.0028058672323822975
50,0.0027754339389503
51,0.0027493091765791178
52,0.002759514609351754
53,0.0027708890847861767
54,0.002763729076832533
55,0.002741826931014657
56,0.0027383812703192234
57,0.0027388189919292927
58,0.002738500013947487
59,0.0027376292273402214
60,0.0027402490377426147
61,0.0027283241506665945
62,0.002739221788942814
63,0.0027477946132421494
64,0.0027272875886410475
65,0.0027404252905398607
66,0.002721903147175908
67,0.002718365751206875
68,0.002732245484367013
69,0.0027020617853850126
70,0.0026963239070028067
71,0.002708443207666278
72,0.0027090031653642654
73,0.002724680118262768
74,0.0027022475842386484
75,0.002709561726078391
76,0.002711131703108549
77,0.0026949734892696142
78,0.0026917560026049614
79,0.002695574890822172
80,0.002692329930141568
81,0.00268364860676229
82,0.0026737123262137175
83,0.002670399146154523
84,0.0026784942019730806
85,0.0027112439274787903
86,0.002680809237062931
87,0.0026930910535156727
88,0.002677014097571373
89,0.0026579592376947403
90,0.002696859883144498
91,0.0026559566613286734
92,0.0026614689268171787
93,0.002658349694684148
94,0.002667404944077134
95,0.0026518760714679956
96,0.0026549678295850754
97,0.0026550006587058306
98,0.002637850819155574
99,0.002641945146024227
100,0.0026462909299880266
